Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,is_peak_hours,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,correction_metric,corrected_cost,Calculated_Fare,group,simulated_price,conversion_prob,conversion,cost,net_revenue
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,1,0.6875,Low_demand,Low_supply,0.5,0.7272727272727273,0.21250000000000002,205.88805586115646,374.20154152765195,B,374.20154152765195,1.0,1,261.94107906935636,112.26046245829559
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,0,0.8642857142857143,Low_demand,Low_supply,0.55,0.6363636363636364,0.0357142857142857,501.490080639474,776.0558997895861,A,520.0637873298249,0.13540998103245888,0,364.0446511308774,0.0
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,0,0.9306122448979591,Medium_demand,High_supply,1.2,1.2894736842105263,0.0,117.63327810103034,129.39660591113338,B,129.39660591113338,1.0,1,90.57762413779336,38.81898177334001
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,1,0.5133333333333333,Medium_demand,Medium_supply,0.7,1.3636363636363635,0.3866666666666667,302.382503193213,604.765006386426,A,493.0149508584995,0.9999914576842589,1,345.1104656009496,147.90448525754988
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,0,0.8687700045724737,High_demand,High_supply,1.2345679012345678,1.4210526315789473,0.031229995427526358,196.77006844242985,234.0579964122703,B,234.0579964122703,1.0,1,163.8405974885892,70.21739892368112
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,1,0.7384259259259259,High_demand,Medium_supply,1.0740740740740742,1.4545454545454546,0.1615740740740741,353.62818360972705,670.5674431699449,A,421.7762985074602,1.0,1,295.2434089552221,126.53288955223809
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,1,1.2375,Low_demand,Low_supply,0.9,0.7272727272727273,0.13749999999999996,346.94760766658504,537.7687918832069,B,537.7687918832069,2.2399475119121814e-05,0,376.43815431824476,0.0
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,1,0.6754385964912281,Medium_demand,Medium_supply,1.1666666666666667,1.7272727272727273,0.22456140350877196,246.41258697545678,396.7242650304854,A,317.77188818101894,1.0,1,222.44032172671325,95.33156645430569
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,0,1.0738095238095238,Medium_demand,Low_supply,0.6833333333333333,0.6363636363636364,0.0,364.9140560714328,419.65116448214775,B,419.65116448214775,1.0,1,293.7558151375034,125.89534934464433
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,0,0.9341666666666667,Medium_demand,High_supply,0.9833333333333333,1.0526315789473684,0.0,398.3194964103068,628.9464848318744,B,628.9464848318744,3.558468368371831e-25,0,440.26253938231207,0.0
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,1,1.2964285714285715,Low_demand,Medium_supply,0.825,0.6363636363636364,0.1964285714285714,551.9196930080241,1076.243401365647,A,461.3060120664082,0.999999999998888,1,322.9142084464857,138.39180361992248
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,0,0.9871794871794872,Medium_demand,Medium_supply,1.1666666666666667,1.1818181818181819,0.0,358.2348071386952,411.97002820949945,A,358.2348071386952,1.0,1,250.76436499708663,107.47044214160857
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,0,1.1785714285714286,Medium_demand,Low_supply,0.75,0.6363636363636364,0.07857142857142851,241.93123657962389,311.8493639511352,B,311.8493639511352,1.0,1,218.29455476579463,93.55480918534059
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,1,0.6475395583376804,High_demand,High_supply,1.2098765432098766,1.868421052631579,0.2524604416623196,417.41229698191995,859.5562725600187,A,558.3815496134125,7.485901355927948e-10,0,390.86708472938875,0.0
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,0,0.753968253968254,Medium_demand,High_supply,1.25,1.6578947368421053,0.14603174603174607,563.9969817389484,789.5957744345278,B,789.5957744345278,4.6420852478453955e-60,0,552.7170421041694,0.0
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,0,0.7988380537400145,High_demand,Medium_supply,1.2345679012345678,1.5454545454545454,0.10116194625998554,483.0793180223367,768.0961156555154,A,537.4486716625657,2.6287505456527064e-05,0,376.214070163796,0.0
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,0,1.2115942028985507,Medium_demand,Medium_supply,1.2666666666666666,1.0454545454545454,0.1115942028985506,533.6812348730257,715.1328547298544,B,715.1328547298544,6.856945200981914e-44,0,500.59299831089805,0.0
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,1,1.4666666666666668,Low_demand,Medium_supply,0.8,0.5454545454545454,0.3666666666666667,221.78690949723992,334.8982333408323,B,334.8982333408323,1.0,1,234.4287633385826,100.4694700022497
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,1,0.8369565217391305,Low_demand,Medium_supply,0.875,1.0454545454545454,0.06304347826086953,597.8199690408087,1226.5771214794793,B,1226.5771214794793,5.989895607067649e-155,0,858.6039850356354,0.0
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,1,1.03125,Low_demand,Medium_supply,0.75,0.7272727272727273,0.0,420.1110979571745,819.9518354379154,B,819.9518354379154,1.1884426213190964e-66,0,573.9662848065408,0.0
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,0,0.8482142857142858,Medium_demand,High_supply,1.25,1.4736842105263157,0.05178571428571421,118.04376582558491,136.9396605434281,B,136.9396605434281,1.0,1,95.85776238039966,41.08189816302843
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,1,1.1458333333333335,Low_demand,Low_supply,0.625,0.5454545454545454,0.04583333333333339,246.06169800819075,430.6079715143339,B,430.6079715143339,1.0,1,301.4255800600337,129.18239145430016
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,1,1.4938271604938271,High_demand,Medium_supply,1.0864197530864197,0.7272727272727273,0.39382716049382704,177.47808928980152,251.5751915682937,A,127.33149010162909,1.0,1,89.13204307114036,38.19944703048873
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,0,0.6064102564102564,Medium_demand,Medium_supply,0.7166666666666667,1.1818181818181819,0.29358974358974366,276.2254765461802,430.129689431257,A,391.0269903920518,1.0,1,273.71889327443625,117.30809711761555
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,1,1.0725,Low_demand,Medium_supply,0.975,0.9090909090909091,0.0,319.5430197104816,639.4055824406737,A,319.5430197104816,1.0,1,223.6801137973371,95.86290591314449
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,1,0.7740740740740741,Medium_demand,High_supply,1.2833333333333334,1.6578947368421053,0.12592592592592589,332.397583332299,598.8973457689698,B,598.8973457689698,1.192204481933847e-18,0,419.2281420382788,0.0
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,1,1.0738095238095238,Medium_demand,Medium_supply,0.6833333333333333,0.6363636363636364,0.0,179.62342246641472,274.91364808484775,B,274.91364808484775,1.0,1,192.43955365939343,82.47409442545433
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,1,0.935,Medium_demand,Medium_supply,0.85,0.9090909090909091,0.0,452.112640122952,927.2830248921746,B,927.2830248921746,5.865520547954261e-90,0,649.0981174245221,0.0
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,0,0.8250000000000001,Low_demand,Low_supply,0.75,0.9090909090909091,0.07499999999999996,523.2439606362606,776.7556595645287,B,776.7556595645287,2.850418507297637e-57,0,543.72896169517,0.0
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,1,0.996875,Low_demand,Low_supply,0.725,0.7272727272727273,0.0,402.1558775823215,717.848241484444,A,402.1558775823215,1.0,1,281.50911430762505,120.64676327469647
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,1,1.155,Low_demand,Low_supply,0.525,0.45454545454545453,0.05499999999999994,727.7834787486314,1517.4285531908968,A,689.8421599513094,2.1278218862131754e-38,0,482.8895119659166,0.0
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,0,1.2222222222222223,Medium_demand,Medium_supply,0.8333333333333334,0.6818181818181818,0.12222222222222223,345.24821930439674,445.1975787930196,B,445.1975787930196,0.9999999999999996,1,311.6383051551137,133.5592736379059
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,0,0.9198412698412697,Medium_demand,High_supply,1.0166666666666666,1.105263157894737,0.0,186.5262770863605,203.31364202413297,A,186.5262770863605,1.0,1,130.56839396045234,55.957883125908154
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,1,2.456666666666667,Medium_demand,Low_supply,1.1166666666666667,0.45454545454545453,1.356666666666667,214.61639484890776,317.7395725738079,A,91.06777716361007,1.0,1,63.74744401452705,27.320333149083027
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,0,1.2166666666666666,Medium_demand,Medium_supply,1.2166666666666666,1.0,0.11666666666666647,160.6380677581668,168.66997114607517,B,168.66997114607517,1.0,1,118.06897980225261,50.60099134382256
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,1,1.0694444444444444,Low_demand,Medium_supply,0.875,0.8181818181818182,0.0,553.837359075948,1079.9828501980987,A,553.837359075948,7.261101953017435e-09,0,387.6861513531636,0.0
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,1,0.776500638569604,High_demand,High_supply,1.1851851851851851,1.5263157894736843,0.12349936143039597,295.0024908491612,494.1291721723449,B,494.1291721723449,0.9999850884448965,1,345.89042052064144,148.23875165170347
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,1,0.7464285714285714,Low_demand,Medium_supply,0.95,1.2727272727272727,0.15357142857142858,80.42781794854977,108.5775542305422,A,95.02020685904614,1.0,1,66.5141448013323,28.506062057713848
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,0,0.9821428571428572,Medium_demand,Medium_supply,1.25,1.2727272727272727,0.0,575.0117219060105,920.0187550496169,B,920.0187550496169,2.2167806116649133e-88,0,644.0131285347318,0.0
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,1,0.8038461538461538,Medium_demand,Medium_supply,0.95,1.1818181818181819,0.09615384615384626,239.2261564738912,378.09694030698506,B,378.09694030698506,1.0,1,264.6678582148895,113.42908209209554
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,0,0.9900000000000001,Low_demand,Low_supply,0.9,0.9090909090909091,0.0,185.61792391524813,200.28173990455275,B,200.28173990455275,1.0,1,140.19721793318692,60.08452197136583
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,0,0.9913580246913579,Medium_demand,Medium_supply,1.2166666666666666,1.2272727272727273,0.0,251.1556502722435,270.99694664375073,B,270.99694664375073,1.0,1,189.6978626506255,81.29908399312524
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,0,0.8597701149425288,Medium_demand,Medium_supply,1.1333333333333333,1.3181818181818181,0.04022988505747127,287.6325999877743,396.64535538314084,A,299.689056274687,1.0,1,209.7823393922809,89.9067168824061
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,0,0.7638888888888888,Low_demand,Low_supply,0.625,0.8181818181818182,0.13611111111111118,80.04518968786155,101.92249233566938,B,101.92249233566938,1.0,1,71.34574463496855,30.57674770070082
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,0,1.053827160493827,High_demand,Medium_supply,1.1975308641975309,1.1363636363636365,0.0,332.2293764400841,445.18736442971266,B,445.18736442971266,0.9999999999999996,1,311.6311551007988,133.55620932891384
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,0,1.1785714285714286,Low_demand,Low_supply,0.75,0.6363636363636364,0.07857142857142851,198.57803960892906,226.1803871145702,B,226.1803871145702,1.0,1,158.32627098019913,67.85411613437108
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,1,1.6102292768959439,High_demand,Low_supply,1.0246913580246915,0.6363636363636364,0.5102292768959438,188.14704314870383,266.6984336632877,A,124.5817744544144,1.0,1,87.20724211809008,37.37453233632432
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,0,1.485,Low_demand,Low_supply,0.675,0.45454545454545453,0.385,84.45981684947641,83.61521868098166,B,83.61521868098166,1.0,1,58.53065307668715,25.084565604294504
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,1,1.0126984126984127,Medium_demand,Medium_supply,0.9666666666666667,0.9545454545454546,0.0,35.88598786056829,50.30318348355161,A,35.88598786056829,1.0,1,25.1201915023978,10.76579635817049
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,0,1.1733333333333336,Low_demand,Medium_supply,0.8,0.6818181818181818,0.07333333333333347,141.81204016969428,145.3353206708047,B,145.3353206708047,1.0,1,101.73472446956328,43.600596201241416
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,1,1.7416666666666665,Medium_demand,Low_supply,1.2666666666666666,0.7272727272727273,0.6416666666666664,921.9266449929387,1797.7569577362306,A,561.5796822292014,1.5127892388805994e-10,0,393.1057775604409,0.0
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,1,0.6416666666666666,Low_demand,Low_supply,0.525,0.8181818181818182,0.2583333333333334,405.23093582372724,921.9003789989795,A,546.3787898746884,3.02419736068331e-07,0,382.4651529122819,0.0
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,0,0.4657657657657657,Medium_demand,Medium_supply,0.7833333333333333,1.6818181818181819,0.4342342342342343,83.42767347653387,162.205715469503,B,162.205715469503,1.0,1,113.54400082865209,48.6617146408509
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,1,0.9075,Low_demand,Medium_supply,0.825,0.9090909090909091,0.0,668.8922140357987,1477.7501238585883,A,668.8922140357987,7.536300815946487e-34,0,468.22454982505906,0.0
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,0,0.6539468761690983,High_demand,High_supply,1.1358024691358024,1.736842105263158,0.24605312383090172,46.796943373655175,68.27621326926926,B,68.27621326926926,1.0,1,47.79334928848848,20.482863980780785
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,1,0.9428571428571428,Low_demand,Low_supply,0.6,0.6363636363636364,0.0,477.7411361723483,939.9556854190954,B,939.9556854190954,1.0386597245884175e-92,0,657.9689797933668,0.0
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,0,1.5277777777777777,Medium_demand,Low_supply,1.25,0.8181818181818182,0.4277777777777776,586.8248984117739,926.5965145921912,B,926.5965145921912,8.267617542067803e-90,0,648.6175602145338,0.0
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,0,0.5493827160493827,High_demand,High_supply,1.0987654320987654,2.0,0.3506172839506173,422.2926524072226,675.6682438515561,A,650.2985711974341,8.217060164476604e-30,0,455.2089998382038,0.0
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,0,1.2283333333333335,Medium_demand,Medium_supply,1.1166666666666667,0.9090909090909091,0.1283333333333334,274.4429568544646,315.6094003826343,A,243.22861759627588,1.0,1,170.2600323173931,72.96858527888278
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,0,0.972463768115942,Medium_demand,Medium_supply,1.0166666666666666,1.0454545454545454,0.0,680.9330686248741,1080.640779907675,B,1080.640779907675,2.931522152776882e-123,0,756.4485459353725,0.0
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,0,0.7562189054726368,Medium_demand,High_supply,1.3333333333333333,1.763157894736842,0.1437810945273632,370.1496470509945,606.67527151658,B,606.67527151658,2.4400326280332124e-20,0,424.672690061606,0.0
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,0,1.6133333333333335,Medium_demand,Medium_supply,1.1,0.6818181818181818,0.5133333333333334,1090.7046499490573,1728.2215178442816,A,720.729944900258,4.1757836628802564e-45,0,504.5109614301806,0.0
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,1,1.7875,Low_demand,Medium_supply,0.975,0.5454545454545454,0.6875,861.3917578665768,1946.0993289600635,B,1946.0993289600635,0.0,0,1362.2695302720444,0.0
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,1,0.7666666666666667,Medium_demand,Medium_supply,0.7666666666666667,1.0,0.1333333333333333,453.0911076075918,883.5276598348041,B,883.5276598348041,1.860644311719164e-80,0,618.4693618843628,0.0
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,1,0.5642308975642308,High_demand,High_supply,1.0987654320987654,1.9473684210526316,0.3357691024357692,287.05587941596434,564.7824427509098,B,564.7824427509098,3.0500560186423554e-11,0,395.3477099256368,0.0
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,0,1.375,Medium_demand,Medium_supply,1.0,0.7272727272727273,0.2749999999999999,487.63276059566226,653.4278991981874,A,382.4570671338528,1.0,1,267.7199469936969,114.73712014015587
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,1,1.6358974358974359,Medium_demand,Medium_supply,0.9666666666666667,0.5909090909090909,0.5358974358974358,539.7747441576956,1070.6432050367894,A,351.43931589566165,1.0,1,246.00752112696313,105.43179476869852
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,1,1.5583333333333333,Medium_demand,Medium_supply,1.1333333333333333,0.7272727272727273,0.45833333333333326,744.0355217317482,1495.5113986808137,A,510.19578633034166,0.9560623750998457,1,357.1370504312391,153.05873589910254
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,0,0.868421052631579,Medium_demand,Medium_supply,0.75,0.8636363636363636,0.03157894736842104,304.012974020713,436.86664366776455,B,436.86664366776455,1.0,1,305.80665056743516,131.0599931003294
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,0,0.6998583282736288,High_demand,High_supply,1.123456790123457,1.605263157894737,0.2001416717263712,297.7311231193648,379.30945085407075,B,379.30945085407075,1.0,1,265.5166155978495,113.79283525622122
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,1,1.7875,Low_demand,Medium_supply,0.975,0.5454545454545454,0.6875,530.6647643846513,867.636889768905,B,867.636889768905,5.2517039500476954e-77,0,607.3458228382335,0.0
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,0,1.4636488340192042,High_demand,Low_supply,1.1975308641975309,0.8181818181818182,0.3636488340192041,670.3397036167185,1024.9494068299628,A,491.5779538643877,0.9999958357423847,1,344.10456770507136,147.47338615931636
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,1,0.8555555555555554,Medium_demand,Medium_supply,0.7,0.8181818181818182,0.04444444444444462,503.7267434961079,980.3781745292998,B,980.3781745292998,1.7331705820127928e-101,0,686.2647221705098,0.0
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,0,0.9900000000000001,Low_demand,Medium_supply,0.675,0.6818181818181818,0.0,432.849396942834,562.7042160256842,B,562.7042160256842,8.621622739286459e-11,0,393.8929512179789,0.0
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,0,0.8840277777777779,Medium_demand,High_supply,1.1166666666666667,1.263157894736842,0.015972222222222165,535.9042641511277,931.9375153588112,B,931.9375153588112,5.722644895405695e-91,0,652.3562607511678,0.0
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,0,0.8568627450980392,Medium_demand,High_supply,1.15,1.3421052631578947,0.04313725490196085,449.9003219654964,670.3514797285897,B,670.3514797285897,3.6331447925878926e-34,0,469.2460358100127,0.0
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,0,0.929787234042553,Medium_demand,High_supply,1.15,1.236842105263158,0.0,53.5391040086766,58.893014409544264,A,53.5391040086766,1.0,1,37.47737280607362,16.061731202602985
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,1,1.4032921810699588,High_demand,Medium_supply,1.1481481481481481,0.8181818181818182,0.3032921810699587,458.8482180024514,765.1294035190879,A,352.0685727015968,1.0,1,246.44800089111774,105.62057181047905
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,1,0.5325325325325325,High_demand,High_supply,1.037037037037037,1.9473684210526316,0.3674674674674675,250.71681499003327,482.62986885581404,B,482.62986885581404,0.9999999525225478,1,337.8409081990698,144.78896065674422
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,1,0.9382716049382716,High_demand,High_supply,1.1851851851851851,1.263157894736842,0.0,367.7829980600229,680.3985464110424,A,367.7829980600229,1.0,1,257.448098642016,110.3348994180069
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,0,1.2692307692307692,Low_demand,Medium_supply,0.75,0.5909090909090909,0.16923076923076907,412.6632485198006,550.699105149674,A,352.9356730761453,1.0,1,247.0549711533017,105.8807019228436
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,1,0.7916666666666667,Medium_demand,High_supply,1.0,1.263157894736842,0.10833333333333328,302.3691444579343,536.7052314128334,B,536.7052314128334,3.8122400088046506e-05,0,375.69366198898337,0.0
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,0,1.169230769230769,Medium_demand,High_supply,1.2,1.0263157894736843,0.06923076923076898,371.9810721325564,520.773500985579,B,520.773500985579,0.09896256274341873,0,364.5414506899052,0.0
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,1,1.3115384615384615,Low_demand,Medium_supply,0.775,0.5909090909090909,0.21153846153846145,568.5155299286054,1085.4382755161898,A,469.2509135918648,0.9999999999409412,1,328.4756395143053,140.77527407755946
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,0,2.0025641025641026,Medium_demand,Medium_supply,1.1833333333333333,0.5909090909090909,0.9025641025641025,406.85005366478214,481.7104635391021,B,481.7104635391021,0.9999999700193472,1,337.1973244773714,144.51313906173067
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,1,0.6998583282736288,High_demand,High_supply,1.123456790123457,1.605263157894737,0.2001416717263712,453.9509705002636,908.3558919710276,A,567.5392184514062,7.685667263696425e-12,0,397.2774529159843,0.0
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,0,0.711522633744856,High_demand,High_supply,1.123456790123457,1.5789473684210527,0.188477366255144,399.4144090840898,535.2153081726804,B,535.2153081726804,8.02961345379633e-05,0,374.65071572087624,0.0
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,1,1.4666666666666668,Low_demand,Low_supply,0.8,0.5454545454545454,0.3666666666666667,237.64621509797772,362.410478024416,A,173.88747446193491,1.0,1,121.72123212335443,52.16624233858049
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,0,0.6325,Low_demand,Low_supply,0.575,0.9090909090909091,0.26750000000000007,306.2632488661298,427.2372321682511,B,427.2372321682511,1.0,1,299.0660625177758,128.17116965047535
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,0,0.8219858156028368,Medium_demand,High_supply,1.0166666666666666,1.236842105263158,0.07801418439716323,606.946951554447,956.8518691255856,A,658.3040013013618,1.5009264366710353e-31,0,460.81280091095323,0.0
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,1,0.9025,Medium_demand,High_supply,0.95,1.0526315789473684,0.0,764.5953413909641,1670.6408209392566,A,764.5953413909641,1.2459142975859907e-54,0,535.2167389736749,0.0
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,1,0.5964726631393298,High_demand,High_supply,1.0987654320987654,1.8421052631578947,0.30352733686067024,267.59126878517316,455.37344165516845,A,384.2092919756728,1.0,1,268.94650438297094,115.26278759270184
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,0,0.9007407407407408,Medium_demand,High_supply,1.0666666666666667,1.1842105263157894,0.0,404.6018875393623,562.3966236797136,B,562.3966236797136,1.0054994666046059e-10,0,393.67763657579945,0.0
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,1,0.8522775649212432,High_demand,Medium_supply,1.123456790123457,1.3181818181818181,0.04772243507875684,425.49382929140074,759.5064852851503,A,446.81702579708536,0.9999999999999991,1,312.77191805795974,134.04510773912563
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,0,0.8054973212205918,High_demand,High_supply,1.123456790123457,1.394736842105263,0.09450267877940821,143.16521430166438,173.91739549217957,A,158.1067231747087,1.0,1,110.67470622229608,47.43201695241261
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,0,0.6837837837837837,Medium_demand,Medium_supply,1.15,1.6818181818181819,0.21621621621621634,222.7797945000053,312.65991848793857,B,312.65991848793857,1.0,1,218.86194294155698,93.7979755463816
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,1,0.7371584699453552,Medium_demand,High_supply,1.1833333333333333,1.605263157894737,0.16284153005464486,495.01094630364156,1044.101838490956,B,1044.101838490956,2.5201332033707034e-115,0,730.8712869436691,0.0
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,0,1.4928571428571429,Low_demand,Low_supply,0.95,0.6363636363636364,0.3928571428571428,50.1432444039254,52.399690402102046,A,36.00027803358747,1.0,1,25.200194623511226,10.800083410076244
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,0,0.8487654320987653,High_demand,Medium_supply,1.2345679012345678,1.4545454545454546,0.05123456790123471,551.3627771758989,931.5274120386814,A,581.1370845965885,8.569243077691398e-15,0,406.7959592176119,0.0
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,0,0.8071895424836601,Medium_demand,High_supply,1.0833333333333333,1.3421052631578947,0.09281045751633987,533.5515271620886,792.0572420721206,B,792.0572420721206,1.3558517482633687e-60,0,554.4400694504844,0.0
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,0,0.7043859649122807,Medium_demand,Medium_supply,1.2166666666666666,1.7272727272727273,0.19561403508771935,321.9694248965487,440.29406632526945,B,440.29406632526945,1.0,1,308.2058464276886,132.08821989758087
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,0,0.8213333333333332,Medium_demand,Medium_supply,0.9333333333333333,1.1363636363636365,0.07866666666666677,530.1446628661714,922.1866410557052,B,922.1866410557052,7.498462941360392e-89,0,645.5306487389936,0.0
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355,1,0.8636363636363636,Medium_demand,High_supply,1.25,1.4473684210526316,0.036363636363636376,184.0341671290942,313.04211828658924,B,313.04211828658924,1.0,1,219.12948280061246,93.91263548597678
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215,1,1.2545561434450323,High_demand,Medium_supply,1.1975308641975309,0.9545454545454546,0.1545561434450322,459.6973627899283,850.4401211613674,B,850.4401211613674,2.847941685237924e-73,0,595.3080848129572,0.0
